
Began Switching at 2020-02-13 01:23:46
2020-02-13 03:00:06 Reading Soil Box #2
2020-02-13 03:00:07 Reading Soil Box #3
2020-02-13 03:00:08 Reading Soil Box #4
2020-02-13 03:00:09 Reading Soil Box #1
2020-02-13 03:00:10 Reading Soil Box #2
2020-02-13 03:00:11 Reading Soil Box #3
2020-02-13 03:00:12 Reading Soil Box #4
2020-02-13 03:00:13 Reading Soil Box #1
2020-02-13 03:00:14 Reading Soil Box #2
2020-02-13 03:00:15 Reading Soil Box #3
2020-02-13 03:00:16 Reading Soil Box #4
2020-02-13 03:00:17 Reading Soil Box #1
2020-02-13 03:00:18 Reading Soil Box #2
2020-02-13 03:00:19 Reading Soil Box #3
2020-02-13 03:00:20 Reading Soil Box #4
2020-02-13 03:00:21 Reading Soil Box #1
2020-02-13 03:00:22 Reading Soil Box #2
2020-02-13 03:00:23 Reading Soil Box #3
2020-02-13 03:00:24 Reading Soil Box #4
2020-02-13 03:00:25 Reading Soil Box #1
2020-02-13 03:00:26 Reading Soil Box #2
2020-02-13 03:00:27 Reading Soil Box #3
2020-02-13 03:00:28 Reading Soil Box #4
2020-02-13 03:00:29 Reading Soil Box #1
2020-02-13 03:00:30 Reading Soil Box #2
2020-02-13 03:00:31 Reading Soil Box #3
Program Terminated at 2020-02-13 03:00:32
Elapsed Time: 30.656 seconds

Began Switching at 2020-02-13 03:01:18
2020-02-13 03:01:18 Reading Soil Box #1
2020-02-13 03:01:19 Reading Soil Box #2
2020-02-13 03:01:20 Reading Soil Box #3
2020-02-13 03:01:21 Reading Soil Box #4
2020-02-13 03:01:22 Reading Soil Box #1
2020-02-13 03:01:23 Reading Soil Box #2
2020-02-13 03:01:24 Reading Soil Box #3
2020-02-13 03:01:25 Reading Soil Box #4
2020-02-13 03:01:26 Reading Soil Box #1
2020-02-13 03:01:27 Reading Soil Box #2
2020-02-13 03:01:28 Reading Soil Box #3
2020-02-13 03:01:29 Reading Soil Box #4
2020-02-13 03:01:30 Reading Soil Box #1
2020-02-13 03:01:31 Reading Soil Box #2
2020-02-13 03:01:32 Reading Soil Box #3
2020-02-13 03:01:33 Reading Soil Box #4
2020-02-13 03:01:34 Reading Soil Box #1
Program Terminated at 2020-02-13 03:01:34
Elapsed Time: 16.566 seconds

Began Switching at 2020-02-13 03:01:48
2020-02-13 03:01:48 Reading Soil Box #1
2020-02-13 03:01:49 Reading Soil Box #2
2020-02-13 03:01:50 Reading Soil Box #3
2020-02-13 03:01:51 Reading Soil Box #4
2020-02-13 03:01:52 Reading Soil Box #1
2020-02-13 03:01:53 Reading Soil Box #2
2020-02-13 03:01:54 Reading Soil Box #3
2020-02-13 03:01:55 Reading Soil Box #4
2020-02-13 03:01:56 Reading Soil Box #1
2020-02-13 03:01:57 Reading Soil Box #2
2020-02-13 03:01:58 Reading Soil Box #3
Program Terminated at 2020-02-13 03:01:59
Elapsed Time: 10.328 seconds

Began Switching at 2020-02-18 01:47:09
2020-02-18 01:47:09 Reading Soil Box #1
2020-02-18 01:47:24 Reading Soil Box #2
2020-02-18 01:47:39 Reading Soil Box #3
2020-02-18 01:47:54 Reading Soil Box #4
2020-02-18 01:48:09 Reading Soil Box #1
2020-02-18 01:48:24 Reading Soil Box #2
2020-02-18 01:48:39 Reading Soil Box #3
Program Terminated at 2020-02-18 01:48:42
Elapsed Time: 93.196 seconds

Began Switching at 2020-02-18 01:49:11
2020-02-18 01:49:11 Reading Soil Box #1
Program Terminated at 2020-02-18 01:49:25
Elapsed Time: 14.434 seconds

Began Switching at 2020-02-18 02:22:34
2020-02-18 02:22:34 Reading Soil Box #1
2020-02-18 02:22:49 Reading Soil Box #2
2020-02-18 02:23:04 Reading Soil Box #3
2020-02-18 02:23:19 Reading Soil Box #4
2020-02-18 02:23:34 Reading Soil Box #1
2020-02-18 02:23:49 Reading Soil Box #2
Program Terminated at 2020-02-18 02:24:02
Elapsed Time: 88.546 seconds

Began Switching at 2020-02-25 02:22:23
2020-02-25 02:22:23 Reading Soil Box #1
Program Terminated at 2020-02-25 02:23:03
Elapsed Time: 39.799 seconds

Began Switching at 2020-02-25 02:47:59
2020-02-25 02:47:59 Reading Soil Box #1
2020-02-25 02:48:01 Reading Soil Box #2
2020-02-25 02:48:03 Reading Soil Box #3
Program Terminated at 2020-02-25 02:48:05
Elapsed Time: 5.857 seconds

Began Switching at 2020-02-25 02:48:21
2020-02-25 02:48:21 Reading Soil Box #1
2020-02-25 02:48:23 Reading Soil Box #2
2020-02-25 02:48:25 Reading Soil Box #3
Program Terminated at 2020-02-25 02:48:26
Elapsed Time: 4.827 seconds

Began Switching at 2020-02-25 02:50:57
2020-02-25 02:50:57 Reading Soil Box #1
2020-02-25 02:50:59 Reading Soil Box #2
2020-02-25 02:51:01 Reading Soil Box #3
Program Terminated at 2020-02-25 02:51:02
Elapsed Time: 4.952 seconds

Began Switching at 2020-02-25 02:51:52
2020-02-25 02:51:52 Reading Soil Box #1
2020-02-25 02:51:54 Reading Soil Box #2
2020-02-25 02:51:56 Reading Soil Box #3
2020-02-25 02:51:58 Reading Soil Box #4
2020-02-25 02:52:00 Reading Soil Box #1
2020-02-25 02:52:02 Reading Soil Box #2
2020-02-25 02:52:04 Reading Soil Box #3
2020-02-25 02:52:06 Reading Soil Box #4
2020-02-25 02:52:08 Reading Soil Box #1
2020-02-25 02:52:10 Reading Soil Box #2
2020-02-25 02:52:12 Reading Soil Box #3
Program Terminated at 2020-02-25 02:52:13
Elapsed Time: 20.498 seconds

Began Switching at 2020-02-25 02:52:33
2020-02-25 02:52:33 Reading Soil Box #1
2020-02-25 02:52:34 Reading Soil Box #2
2020-02-25 02:52:35 Reading Soil Box #3
2020-02-25 02:52:36 Reading Soil Box #4
2020-02-25 02:52:37 Reading Soil Box #1
2020-02-25 02:52:38 Reading Soil Box #2
2020-02-25 02:52:39 Reading Soil Box #3
2020-02-25 02:52:40 Reading Soil Box #4
2020-02-25 02:52:41 Reading Soil Box #1
2020-02-25 02:52:42 Reading Soil Box #2
2020-02-25 02:52:43 Reading Soil Box #3
2020-02-25 02:52:44 Reading Soil Box #4
2020-02-25 02:52:45 Reading Soil Box #1
Program Terminated at 2020-02-25 02:52:45
Elapsed Time: 12.435 seconds

Began Switching at 2020-02-25 02:52:59
2020-02-25 02:52:59 Reading Soil Box #1
2020-02-25 02:53:00 Reading Soil Box #2
2020-02-25 02:53:01 Reading Soil Box #3
2020-02-25 02:53:02 Reading Soil Box #4
2020-02-25 02:53:03 Reading Soil Box #1
2020-02-25 02:53:04 Reading Soil Box #2
2020-02-25 02:53:05 Reading Soil Box #3
2020-02-25 02:53:06 Reading Soil Box #4
2020-02-25 02:53:07 Reading Soil Box #1
2020-02-25 02:53:08 Reading Soil Box #2
2020-02-25 02:53:09 Reading Soil Box #3
2020-02-25 02:53:10 Reading Soil Box #4
2020-02-25 02:53:11 Reading Soil Box #1
2020-02-25 02:53:12 Reading Soil Box #2
Program Terminated at 2020-02-25 02:53:12
Elapsed Time: 13.063 seconds

Began Switching at 2020-02-25 02:53:34
2020-02-25 02:53:34 Reading Soil Box #1
2020-02-25 02:53:35 Reading Soil Box #2
2020-02-25 02:53:36 Reading Soil Box #3
2020-02-25 02:53:37 Reading Soil Box #4
2020-02-25 02:53:38 Reading Soil Box #1
2020-02-25 02:53:39 Reading Soil Box #2
2020-02-25 02:53:40 Reading Soil Box #3
2020-02-25 02:53:41 Reading Soil Box #4
2020-02-25 02:53:42 Reading Soil Box #1
2020-02-25 02:53:43 Reading Soil Box #2
2020-02-25 02:53:44 Reading Soil Box #3
2020-02-25 02:53:45 Reading Soil Box #4
2020-02-25 02:53:46 Reading Soil Box #1
2020-02-25 02:53:47 Reading Soil Box #2
2020-02-25 02:53:48 Reading Soil Box #3
2020-02-25 02:53:49 Reading Soil Box #4
2020-02-25 02:53:50 Reading Soil Box #1
2020-02-25 02:53:51 Reading Soil Box #2
2020-02-25 02:53:52 Reading Soil Box #3
2020-02-25 02:53:53 Reading Soil Box #4
2020-02-25 02:53:54 Reading Soil Box #1
2020-02-25 02:53:55 Reading Soil Box #2
2020-02-25 02:53:56 Reading Soil Box #3
2020-02-25 02:53:57 Reading Soil Box #4
2020-02-25 02:53:58 Reading Soil Box #1
2020-02-25 02:53:59 Reading Soil Box #2
2020-02-25 02:54:00 Reading Soil Box #3
2020-02-25 02:54:01 Reading Soil Box #4
2020-02-25 02:54:02 Reading Soil Box #1
2020-02-25 02:54:03 Reading Soil Box #2
2020-02-25 02:54:04 Reading Soil Box #3
2020-02-25 02:54:05 Reading Soil Box #4
2020-02-25 02:54:06 Reading Soil Box #1
2020-02-25 02:54:07 Reading Soil Box #2
2020-02-25 02:54:08 Reading Soil Box #3
2020-02-25 02:54:09 Reading Soil Box #4
2020-02-25 02:54:10 Reading Soil Box #1
2020-02-25 02:54:11 Reading Soil Box #2
2020-02-25 02:54:12 Reading Soil Box #3
2020-02-25 02:54:13 Reading Soil Box #4
2020-02-25 02:54:14 Reading Soil Box #1
2020-02-25 02:54:15 Reading Soil Box #2
2020-02-25 02:54:16 Reading Soil Box #3
2020-02-25 02:54:17 Reading Soil Box #4
2020-02-25 02:54:18 Reading Soil Box #1
2020-02-25 02:54:19 Reading Soil Box #2
2020-02-25 02:54:20 Reading Soil Box #3
2020-02-25 02:54:21 Reading Soil Box #4
2020-02-25 02:54:22 Reading Soil Box #1
2020-02-25 02:54:23 Reading Soil Box #2
2020-02-25 02:54:24 Reading Soil Box #3
2020-02-25 02:54:25 Reading Soil Box #4
2020-02-25 02:54:26 Reading Soil Box #1
2020-02-25 02:54:27 Reading Soil Box #2
2020-02-25 02:54:28 Reading Soil Box #3
2020-02-25 02:54:29 Reading Soil Box #4
2020-02-25 02:54:30 Reading Soil Box #1
2020-02-25 02:54:31 Reading Soil Box #2
2020-02-25 02:54:32 Reading Soil Box #3
2020-02-25 02:54:33 Reading Soil Box #4
2020-02-25 02:54:34 Reading Soil Box #1
2020-02-25 02:54:35 Reading Soil Box #2
2020-02-25 02:54:36 Reading Soil Box #3
2020-02-25 02:54:37 Reading Soil Box #4
2020-02-25 02:54:38 Reading Soil Box #1
2020-02-25 02:54:39 Reading Soil Box #2
2020-02-25 02:54:40 Reading Soil Box #3
2020-02-25 02:54:41 Reading Soil Box #4
2020-02-25 02:54:42 Reading Soil Box #1
2020-02-25 02:54:43 Reading Soil Box #2
2020-02-25 02:54:44 Reading Soil Box #3
2020-02-25 02:54:45 Reading Soil Box #4
2020-02-25 02:54:46 Reading Soil Box #1
2020-02-25 02:54:47 Reading Soil Box #2
2020-02-25 02:54:48 Reading Soil Box #3
2020-02-25 02:54:49 Reading Soil Box #4
2020-02-25 02:54:50 Reading Soil Box #1
2020-02-25 02:54:51 Reading Soil Box #2
2020-02-25 02:54:52 Reading Soil Box #3
2020-02-25 02:54:53 Reading Soil Box #4
2020-02-25 02:54:54 Reading Soil Box #1
2020-02-25 02:54:55 Reading Soil Box #2
2020-02-25 02:54:56 Reading Soil Box #3
2020-02-25 02:54:57 Reading Soil Box #4
2020-02-25 02:54:58 Reading Soil Box #1
2020-02-25 02:54:59 Reading Soil Box #2
2020-02-25 02:55:00 Reading Soil Box #3
2020-02-25 02:55:01 Reading Soil Box #4
2020-02-25 02:55:02 Reading Soil Box #1
2020-02-25 02:55:03 Reading Soil Box #2
2020-02-25 02:55:04 Reading Soil Box #3
2020-02-25 02:55:05 Reading Soil Box #4
2020-02-25 02:55:06 Reading Soil Box #1
2020-02-25 02:55:07 Reading Soil Box #2
2020-02-25 02:55:08 Reading Soil Box #3
2020-02-25 02:55:09 Reading Soil Box #4
2020-02-25 02:55:10 Reading Soil Box #1
2020-02-25 02:55:11 Reading Soil Box #2
2020-02-25 02:55:12 Reading Soil Box #3
2020-02-25 02:55:13 Reading Soil Box #4
2020-02-25 02:55:14 Reading Soil Box #1
2020-02-25 02:55:15 Reading Soil Box #2
2020-02-25 02:55:16 Reading Soil Box #3
2020-02-25 02:55:17 Reading Soil Box #4
2020-02-25 02:55:18 Reading Soil Box #1
2020-02-25 02:55:19 Reading Soil Box #2
2020-02-25 02:55:20 Reading Soil Box #3
2020-02-25 02:55:21 Reading Soil Box #4
2020-02-25 02:55:22 Reading Soil Box #1
2020-02-25 02:55:23 Reading Soil Box #2
2020-02-25 02:55:24 Reading Soil Box #3
2020-02-25 02:55:25 Reading Soil Box #4
2020-02-25 02:55:26 Reading Soil Box #1
2020-02-25 02:55:27 Reading Soil Box #2
2020-02-25 02:55:28 Reading Soil Box #3
2020-02-25 02:55:29 Reading Soil Box #4
2020-02-25 02:55:30 Reading Soil Box #1
2020-02-25 02:55:31 Reading Soil Box #2
2020-02-25 02:55:32 Reading Soil Box #3
2020-02-25 02:55:33 Reading Soil Box #4
2020-02-25 02:55:34 Reading Soil Box #1
2020-02-25 02:55:35 Reading Soil Box #2
2020-02-25 02:55:36 Reading Soil Box #3
2020-02-25 02:55:37 Reading Soil Box #4
2020-02-25 02:55:38 Reading Soil Box #1
2020-02-25 02:55:39 Reading Soil Box #2
2020-02-25 02:55:40 Reading Soil Box #3
2020-02-25 02:55:41 Reading Soil Box #4
2020-02-25 02:55:42 Reading Soil Box #1
2020-02-25 02:55:43 Reading Soil Box #2
2020-02-25 02:55:44 Reading Soil Box #3
2020-02-25 02:55:45 Reading Soil Box #4
2020-02-25 02:55:46 Reading Soil Box #1
2020-02-25 02:55:47 Reading Soil Box #2
2020-02-25 02:55:48 Reading Soil Box #3
2020-02-25 02:55:49 Reading Soil Box #4
2020-02-25 02:55:50 Reading Soil Box #1
2020-02-25 02:55:51 Reading Soil Box #2
2020-02-25 02:55:52 Reading Soil Box #3
2020-02-25 02:55:53 Reading Soil Box #4
2020-02-25 02:55:54 Reading Soil Box #1
2020-02-25 02:55:55 Reading Soil Box #2
2020-02-25 02:55:56 Reading Soil Box #3
2020-02-25 02:55:57 Reading Soil Box #4
2020-02-25 02:55:58 Reading Soil Box #1
2020-02-25 02:55:59 Reading Soil Box #2
2020-02-25 02:56:00 Reading Soil Box #3
2020-02-25 02:56:01 Reading Soil Box #4
2020-02-25 02:56:02 Reading Soil Box #1
2020-02-25 02:56:03 Reading Soil Box #2
2020-02-25 02:56:04 Reading Soil Box #3
2020-02-25 02:56:05 Reading Soil Box #4
2020-02-25 02:56:06 Reading Soil Box #1
2020-02-25 02:56:07 Reading Soil Box #2
2020-02-25 02:56:08 Reading Soil Box #3
2020-02-25 02:56:09 Reading Soil Box #4
2020-02-25 02:56:10 Reading Soil Box #1
2020-02-25 02:56:11 Reading Soil Box #2
2020-02-25 02:56:12 Reading Soil Box #3
2020-02-25 02:56:13 Reading Soil Box #4
2020-02-25 02:56:14 Reading Soil Box #1
2020-02-25 02:56:15 Reading Soil Box #2
2020-02-25 02:56:16 Reading Soil Box #3
2020-02-25 02:56:17 Reading Soil Box #4
2020-02-25 02:56:18 Reading Soil Box #1
2020-02-25 02:56:19 Reading Soil Box #2
2020-02-25 02:56:20 Reading Soil Box #3
2020-02-25 02:56:21 Reading Soil Box #4
2020-02-25 02:56:22 Reading Soil Box #1
2020-02-25 02:56:23 Reading Soil Box #2
2020-02-25 02:56:24 Reading Soil Box #3
2020-02-25 02:56:25 Reading Soil Box #4
2020-02-25 02:56:26 Reading Soil Box #1
2020-02-25 02:56:27 Reading Soil Box #2
2020-02-25 02:56:28 Reading Soil Box #3
2020-02-25 02:56:29 Reading Soil Box #4
2020-02-25 02:56:30 Reading Soil Box #1
2020-02-25 02:56:31 Reading Soil Box #2
2020-02-25 02:56:32 Reading Soil Box #3
2020-02-25 02:56:33 Reading Soil Box #4
2020-02-25 02:56:34 Reading Soil Box #1
2020-02-25 02:56:35 Reading Soil Box #2
2020-02-25 02:56:36 Reading Soil Box #3
2020-02-25 02:56:37 Reading Soil Box #4
2020-02-25 02:56:38 Reading Soil Box #1
2020-02-25 02:56:39 Reading Soil Box #2
2020-02-25 02:56:40 Reading Soil Box #3
2020-02-25 02:56:41 Reading Soil Box #4
2020-02-25 02:56:42 Reading Soil Box #1
2020-02-25 02:56:43 Reading Soil Box #2
2020-02-25 02:56:44 Reading Soil Box #3
2020-02-25 02:56:45 Reading Soil Box #4
2020-02-25 02:56:46 Reading Soil Box #1
2020-02-25 02:56:47 Reading Soil Box #2
2020-02-25 02:56:48 Reading Soil Box #3
2020-02-25 02:56:49 Reading Soil Box #4
2020-02-25 02:56:50 Reading Soil Box #1
2020-02-25 02:56:51 Reading Soil Box #2
2020-02-25 02:56:52 Reading Soil Box #3
2020-02-25 02:56:53 Reading Soil Box #4
2020-02-25 02:56:54 Reading Soil Box #1
2020-02-25 02:56:55 Reading Soil Box #2
2020-02-25 02:56:56 Reading Soil Box #3
2020-02-25 02:56:57 Reading Soil Box #4
2020-02-25 02:56:58 Reading Soil Box #1
2020-02-25 02:56:59 Reading Soil Box #2
2020-02-25 02:57:00 Reading Soil Box #3
Program Terminated at 2020-02-25 02:57:01
Elapsed Time: 206.451 seconds

Began Switching at 2020-02-25 02:57:19
2020-02-25 02:57:19 Reading Soil Box #1
2020-02-25 02:57:20 Reading Soil Box #2
Program Terminated at 2020-02-25 02:57:20
Elapsed Time: 1.063 seconds

Began Switching at 2020-02-27 12:36:48
2020-02-27 12:36:49 Reading Soil Box #1
2020-02-27 12:36:50 Reading Soil Box #2
2020-02-27 12:36:51 Reading Soil Box #3

Began Switching at 2020-02-27 12:37:16
2020-02-27 12:37:16 Reading Soil Box #1
2020-02-27 12:37:36 Reading Soil Box #2
2020-02-27 12:37:56 Reading Soil Box #3
2020-02-27 12:38:16 Reading Soil Box #4

Began Switching at 2020-02-27 12:43:14
2020-02-27 12:43:14 Reading Soil Box #1
2020-02-27 12:43:34 Reading Soil Box #2
2020-02-27 12:43:54 Reading Soil Box #3
2020-02-27 12:44:14 Reading Soil Box #4
2020-02-27 12:44:34 Reading Soil Box #1
2020-02-27 12:44:54 Reading Soil Box #2
2020-02-27 12:45:14 Reading Soil Box #3

Began Switching at 2020-02-27 12:50:58
2020-02-27 12:50:58 Reading Soil Box #1
2020-02-27 12:51:18 Reading Soil Box #2
2020-02-27 12:51:38 Reading Soil Box #3
2020-02-27 12:51:58 Reading Soil Box #4
2020-02-27 12:52:18 Reading Soil Box #1
Program Terminated at 2020-02-27 12:52:32
Elapsed Time: 93.136 seconds

Began Switching at 2020-02-27 12:59:34
2020-02-27 12:59:34 Reading Soil Box #1
2020-02-27 12:59:54 Reading Soil Box #2
2020-02-27 01:00:14 Reading Soil Box #3
2020-02-27 01:00:34 Reading Soil Box #4
2020-02-27 01:00:54 Reading Soil Box #1
2020-02-27 01:01:14 Reading Soil Box #2
2020-02-27 01:01:34 Reading Soil Box #3
2020-02-27 01:01:54 Reading Soil Box #4
Program Terminated at 2020-02-27 01:01:59
Elapsed Time: 145.07 seconds

Began Switching at 2020-02-27 01:02:07
2020-02-27 01:02:07 Reading Soil Box #1

Began Switching at 2020-02-27 03:03:38
2020-02-27 03:03:38 Reading Soil Box #1
Program Terminated at 2020-02-27 03:03:41
Elapsed Time: 2.303 seconds

Began Switching at 2020-02-27 03:03:43
2020-02-27 03:03:43 Reading Soil Box #1
Program Terminated at 2020-02-27 03:03:47
Elapsed Time: 3.976 seconds

Began Switching at 2020-02-27 03:03:54
2020-02-27 03:03:54 Reading Soil Box #1
2020-02-27 03:03:55 Reading Soil Box #2
2020-02-27 03:03:56 Reading Soil Box #3
2020-02-27 03:03:57 Reading Soil Box #4
2020-02-27 03:03:58 Reading Soil Box #1
2020-02-27 03:03:59 Reading Soil Box #2
2020-02-27 03:04:00 Reading Soil Box #3
2020-02-27 03:04:01 Reading Soil Box #4
2020-02-27 03:04:02 Reading Soil Box #1
2020-02-27 03:04:03 Reading Soil Box #2
2020-02-27 03:04:04 Reading Soil Box #3
2020-02-27 03:04:05 Reading Soil Box #4
2020-02-27 03:04:06 Reading Soil Box #1
2020-02-27 03:04:07 Reading Soil Box #2
2020-02-27 03:04:08 Reading Soil Box #3
2020-02-27 03:04:09 Reading Soil Box #4
2020-02-27 03:04:10 Reading Soil Box #1
2020-02-27 03:04:11 Reading Soil Box #2
2020-02-27 03:04:12 Reading Soil Box #3
2020-02-27 03:04:13 Reading Soil Box #4
2020-02-27 03:04:14 Reading Soil Box #1
2020-02-27 03:04:15 Reading Soil Box #2
2020-02-27 03:04:16 Reading Soil Box #3
2020-02-27 03:04:17 Reading Soil Box #4
2020-02-27 03:04:18 Reading Soil Box #1
2020-02-27 03:04:19 Reading Soil Box #2
2020-02-27 03:04:20 Reading Soil Box #3
2020-02-27 03:04:21 Reading Soil Box #4
2020-02-27 03:04:22 Reading Soil Box #1
2020-02-27 03:04:23 Reading Soil Box #2
2020-02-27 03:04:24 Reading Soil Box #3
2020-02-27 03:04:25 Reading Soil Box #4
2020-02-27 03:04:26 Reading Soil Box #1
2020-02-27 03:04:27 Reading Soil Box #2
2020-02-27 03:04:28 Reading Soil Box #3
2020-02-27 03:04:29 Reading Soil Box #4
2020-02-27 03:04:30 Reading Soil Box #1
2020-02-27 03:04:31 Reading Soil Box #2
2020-02-27 03:04:32 Reading Soil Box #3
2020-02-27 03:04:33 Reading Soil Box #4
2020-02-27 03:04:34 Reading Soil Box #1
2020-02-27 03:04:35 Reading Soil Box #2
2020-02-27 03:04:36 Reading Soil Box #3
2020-02-27 03:04:37 Reading Soil Box #4
2020-02-27 03:04:38 Reading Soil Box #1
2020-02-27 03:04:39 Reading Soil Box #2
2020-02-27 03:04:40 Reading Soil Box #3
2020-02-27 03:04:41 Reading Soil Box #4
2020-02-27 03:04:42 Reading Soil Box #1
2020-02-27 03:04:43 Reading Soil Box #2
2020-02-27 03:04:44 Reading Soil Box #3
2020-02-27 03:04:45 Reading Soil Box #4
2020-02-27 03:04:46 Reading Soil Box #1
2020-02-27 03:04:47 Reading Soil Box #2
2020-02-27 03:04:48 Reading Soil Box #3
2020-02-27 03:04:49 Reading Soil Box #4
2020-02-27 03:04:50 Reading Soil Box #1
2020-02-27 03:04:51 Reading Soil Box #2
2020-02-27 03:04:52 Reading Soil Box #3
2020-02-27 03:04:53 Reading Soil Box #4
2020-02-27 03:04:54 Reading Soil Box #1
2020-02-27 03:04:55 Reading Soil Box #2
2020-02-27 03:04:56 Reading Soil Box #3
2020-02-27 03:04:57 Reading Soil Box #4
2020-02-27 03:04:58 Reading Soil Box #1
2020-02-27 03:04:59 Reading Soil Box #2
2020-02-27 03:05:00 Reading Soil Box #3
2020-02-27 03:05:01 Reading Soil Box #4
2020-02-27 03:05:02 Reading Soil Box #1
2020-02-27 03:05:03 Reading Soil Box #2
2020-02-27 03:05:04 Reading Soil Box #3
2020-02-27 03:05:05 Reading Soil Box #4
2020-02-27 03:05:06 Reading Soil Box #1
2020-02-27 03:05:07 Reading Soil Box #2
2020-02-27 03:05:08 Reading Soil Box #3
2020-02-27 03:05:09 Reading Soil Box #4
2020-02-27 03:05:10 Reading Soil Box #1
2020-02-27 03:05:11 Reading Soil Box #2
2020-02-27 03:05:12 Reading Soil Box #3
2020-02-27 03:05:13 Reading Soil Box #4
2020-02-27 03:05:14 Reading Soil Box #1
2020-02-27 03:05:15 Reading Soil Box #2
2020-02-27 03:05:16 Reading Soil Box #3
2020-02-27 03:05:17 Reading Soil Box #4
2020-02-27 03:05:18 Reading Soil Box #1
2020-02-27 03:05:19 Reading Soil Box #2
2020-02-27 03:05:20 Reading Soil Box #3
2020-02-27 03:05:21 Reading Soil Box #4
2020-02-27 03:05:22 Reading Soil Box #1
2020-02-27 03:05:23 Reading Soil Box #2
2020-02-27 03:05:24 Reading Soil Box #3
2020-02-27 03:05:25 Reading Soil Box #4
2020-02-27 03:05:26 Reading Soil Box #1
2020-02-27 03:05:27 Reading Soil Box #2
2020-02-27 03:05:28 Reading Soil Box #3
2020-02-27 03:05:29 Reading Soil Box #4
2020-02-27 03:05:30 Reading Soil Box #1
2020-02-27 03:05:31 Reading Soil Box #2
2020-02-27 03:05:32 Reading Soil Box #3
2020-02-27 03:05:33 Reading Soil Box #4
2020-02-27 03:05:34 Reading Soil Box #1
2020-02-27 03:05:35 Reading Soil Box #2
2020-02-27 03:05:36 Reading Soil Box #3
2020-02-27 03:05:37 Reading Soil Box #4
2020-02-27 03:05:38 Reading Soil Box #1
2020-02-27 03:05:39 Reading Soil Box #2
2020-02-27 03:05:40 Reading Soil Box #3
2020-02-27 03:05:41 Reading Soil Box #4
2020-02-27 03:05:42 Reading Soil Box #1
2020-02-27 03:05:43 Reading Soil Box #2
2020-02-27 03:05:44 Reading Soil Box #3
2020-02-27 03:05:45 Reading Soil Box #4
2020-02-27 03:05:46 Reading Soil Box #1
2020-02-27 03:05:47 Reading Soil Box #2
2020-02-27 03:05:48 Reading Soil Box #3
2020-02-27 03:05:49 Reading Soil Box #4
2020-02-27 03:05:50 Reading Soil Box #1
2020-02-27 03:05:51 Reading Soil Box #2
2020-02-27 03:05:52 Reading Soil Box #3
2020-02-27 03:05:53 Reading Soil Box #4
2020-02-27 03:05:54 Reading Soil Box #1
2020-02-27 03:05:55 Reading Soil Box #2
2020-02-27 03:05:56 Reading Soil Box #3
2020-02-27 03:05:57 Reading Soil Box #4
2020-02-27 03:05:58 Reading Soil Box #1
2020-02-27 03:05:59 Reading Soil Box #2
2020-02-27 03:06:00 Reading Soil Box #3
2020-02-27 03:06:01 Reading Soil Box #4
2020-02-27 03:06:02 Reading Soil Box #1
2020-02-27 03:06:03 Reading Soil Box #2
2020-02-27 03:06:04 Reading Soil Box #3
2020-02-27 03:06:05 Reading Soil Box #4
2020-02-27 03:06:06 Reading Soil Box #1
2020-02-27 03:06:07 Reading Soil Box #2
2020-02-27 03:06:08 Reading Soil Box #3
2020-02-27 03:06:09 Reading Soil Box #4
2020-02-27 03:06:10 Reading Soil Box #1
2020-02-27 03:06:11 Reading Soil Box #2
2020-02-27 03:06:12 Reading Soil Box #3
2020-02-27 03:06:13 Reading Soil Box #4
2020-02-27 03:06:14 Reading Soil Box #1
2020-02-27 03:06:15 Reading Soil Box #2
2020-02-27 03:06:16 Reading Soil Box #3
2020-02-27 03:06:17 Reading Soil Box #4
2020-02-27 03:06:18 Reading Soil Box #1
2020-02-27 03:06:19 Reading Soil Box #2
2020-02-27 03:06:20 Reading Soil Box #3
2020-02-27 03:06:21 Reading Soil Box #4
2020-02-27 03:06:22 Reading Soil Box #1
2020-02-27 03:06:23 Reading Soil Box #2
2020-02-27 03:06:24 Reading Soil Box #3
2020-02-27 03:06:25 Reading Soil Box #4
2020-02-27 03:06:26 Reading Soil Box #1
2020-02-27 03:06:27 Reading Soil Box #2
2020-02-27 03:06:28 Reading Soil Box #3
2020-02-27 03:06:29 Reading Soil Box #4
2020-02-27 03:06:30 Reading Soil Box #1
2020-02-27 03:06:31 Reading Soil Box #2
2020-02-27 03:06:32 Reading Soil Box #3
2020-02-27 03:06:33 Reading Soil Box #4
2020-02-27 03:06:34 Reading Soil Box #1
2020-02-27 03:06:35 Reading Soil Box #2
2020-02-27 03:06:36 Reading Soil Box #3
2020-02-27 03:06:37 Reading Soil Box #4
2020-02-27 03:06:38 Reading Soil Box #1
2020-02-27 03:06:39 Reading Soil Box #2
2020-02-27 03:06:40 Reading Soil Box #3
2020-02-27 03:06:41 Reading Soil Box #4
2020-02-27 03:06:42 Reading Soil Box #1
2020-02-27 03:06:43 Reading Soil Box #2
2020-02-27 03:06:44 Reading Soil Box #3
2020-02-27 03:06:45 Reading Soil Box #4
2020-02-27 03:06:46 Reading Soil Box #1
2020-02-27 03:06:47 Reading Soil Box #2
2020-02-27 03:06:48 Reading Soil Box #3
2020-02-27 03:06:49 Reading Soil Box #4
2020-02-27 03:06:50 Reading Soil Box #1
